WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,WEATHER,ALTITUDE
106,01/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,5344,890.6666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL,TANTONVILLE,48.4705028,6.150884,,,,,0,,6500
107,02/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2240,224,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL,TANTONVILLE,48.4705028,6.150884,,,,,0,,10000
108,03/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,7,,,,1568,224,49.75,6.16666,LUXEMBOURG,LUXEMBOURG,RAILWAYS,TANTONVILLE,48.4705028,6.150884,,,,,0,,10000
109,03/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,2,,,,454,227,49.115461,6.175875,METZ,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,,,,,0,,6500
110,04/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2694,224.5,45.538718,4.675828,TREVES & CONZ,FRANCE,RAILWAYS & BARRACKS,TANTONVILLE,48.4705028,6.150884,,,,,0,,10000
111,04/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2240,224,49.115461,6.175875,METZ-SABLON,FRANCE,TRIANGLE OF RAILWAYS,TANTONVILLE,48.4705028,6.150884,,,,,0,,6500
112,05/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,7,,,,1649,235.5714286,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,,,,,0,,8700
113,05/06/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,7,,,,9184,1312,49.115461,6.175875,METZ & THIONVILIE,FRANCE,,OCHEY,48.58129185,5.95351696,,,,,0,,10000
114,06/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2246,224.6,50.3566962,7.5996166,COBLENZ,GERMANY,"FACTORIES, STN, BARRACKS",AZELOT,48.5941522,6.2420764,,,,,0,,10000
115,06/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,5,,,,1120,224,49.356794,6.167606,THIONVILLE,FRANCE,RAIL STN & SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,6500
116,06/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,10,,,,2395,239.5,49.356794,6.167606,"THIONVILLE, METZ-SABLON, MAIZIERES",FRANCE,RAIL & BLAST FURNACE,OCHEY,48.58129185,5.95351696,,,,,0,,6500
117,06/06/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,6,,,,8064,1344,49.356794,6.167606,"THIONVILLE, MOULIN-IES-METZ",FRANCE,RAIL,OCHEY,48.58129185,5.95351696,,,,,0,,10000
118,07/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,1910,212.2222222,49.7,6.583333,CONZ,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
119,07/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,908,227,49.356794,6.167606,THIONVILLE,FRANCE,RAIL STN & SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,6500
120,08/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2698,245.2727273,49.356794,6.167606,THIONVILLE,FRANCE,RAIL SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
121,08/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,2046,227.3333333,51.9691868,5.6653948,HAGENDINGEN,GERMANY,FACTORIES & RAIL SIN,AZELOT,48.5941522,6.2420764,,,,,0,,6500
122,08/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,2040,226.6666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL STN,AZELOT,48.5941522,6.2420764,,,,,0,,8700
123,09/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2736,228,48.5812458,10.4953485,DILLINGEN,AUSTRIA,FACTORIES & STATION,AZELOT,48.5941522,6.2420764,,,,,0,,6500
124,09/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,51.9691868,5.6653948,HAGENDINGEN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,,,,,0,,8700
125,12/06/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,1,06/12/2018 16:20,8,,80,8 KILO BOMBS,1408,176,49.284483,5.700448,DOMMARY-BARONCOURT,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"2 BURSTS OBSERVED IN RAIL YARDS, REMAINDER ON WAREHOUSE NEAR STATION","WERE SHELLED BY ANTI-AIRCRAFT NORTH OF ETAIN, ALSO ACTIVE AT DOMMARY-BARONCOURT.  ACCURACY POOR.  HAD COMBAT WITH 3 ENEMY AIRCRAFT, 2 SCOUT AND 1 BI-PLANE FOLLOWED FORMATION FROM ENTRANCE INTO GERMAN LINES UNTIL RETURN TO LINES.  ",,NO PHOTOGRAPHS WERE TAKEN.,NONE,,10000
126,12/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,2736,456,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY TRIANGLE,AZELOT,48.5941522,6.2420764,,,,,0,,10000
127,12/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2394,217.6363636,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY STN,AZELOT,48.5941522,6.2420764,,,,,0,,8700
128,13/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2998,249.8333333,45.538718,4.675828,TREVES,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,1,,10000
129,13/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,2052,228,48.5812458,10.4953485,DILLINGEN,AUSTRIA,USINES DILLENQER HUTTON W,AZELOT,48.5941522,6.2420764,,,,,0,,10000
130,13/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,8,,,,1828,228.5,51.9691868,5.6653948,HAGENDINGEN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,,,,,0,,8700
131,14/06/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,2,6/14/18 17:50,5,,79,8 KILO BOMBS,1390.4,278.08,49.164419,5.875534,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"NUMEROUS BURSTS ON ROUNDHOUSE AND BUILDINGS SOUTH OF ROUNDHOUSE.  SEVERAL HITS OBSERVED ON TRACKS. WHEN LAST SEEN, THE ROUNDHOUSE WAS IN FLAMES.  TRACKS ALSO WERE LIT.","ANTI-AIRCRAFT ACTIVE AT VERDUN, PONT-A-MOUSSON, AND PARTICULARLY ACTIVE AND ACCURATE AT CONFLANS.  ONE ENEMY AIRCRAFT SEEN AT DISTANCE;",,NO EXPOSURES MADE.,NONE,VISIBILITY GOOD BELOW; SLIGHT HAZE: SOME CLOUDS; RATHER WINDY,12025
132,18/06/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,3,6/18/18 18:17,5,,35,115 MM,1540,308,49.165617,5.879407,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,4 BURSTS OBSERVED ON RAILROAD TRACKS IN R.R. YARDS; ALSO IN TRACKS AND TOWN OF CONFLANS.,ANTI-AIRCRAFT WAS ACCURATE AT CONFLANS AND FAIRLY ACCURTE.  SAW SEVERAL PLANES AT DISTANCE; IDENTITY UNDETERMINED.,,NO EXPOSURES MADE ON TRIP.,NONE,VISIBILITY POOR; OBSERVATION DIFFICULT,14625
133,23/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2622,238.3636364,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
134,23/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2736,228,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
135,23/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2276,227.6,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,8700
136,23/06/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,10098,2019.6,48.152448,2.202988,BOULAY. EHRANG,FRANCE,AERODROME. RAIL JTN,ALQUINES,50.74335342,1.997103095,,,,,0,,10000
137,24/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2328,232.8,49.115461,6.175875,METZ-SABLON & DILLINQEN,FRANCE,RAILWAYS & FOUNDARIES,AZELOT,48.5941522,6.2420764,,,,,0,,10000
138,24/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2276,227.6,48.5812458,10.4953485,DILLINGEN & SAARBRUCKEN,AUSTRIA,FACTORIES S RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
139,24/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,2052,228,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,6500
140,25/06/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,4,6/25/18 9:46,4,,32,115 MM,1408,352,49.159152,5.887354,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,DIRECT OBSERVATION IMPOSSIBLE DUE TO CLOUDS; PROBABLY STRUCK EASTERN END OF RAILROAD YARDS,ANTI-AIRCRAFT WAS ACTIVE THRUOUT COURSE BUT NOT VERY ACCURATE.  SAW ONE ENEMY AIRCRAFT AT DISTANCE.,"THE ITINERARY INCLUDED GONDRESCOURT, BAR-LE-DUC, VERDUN CONFLANS, CHAMBLEY, VAUCOULEURS, AMANTY.",MADE 8 EXPOSURES ON TRIP ACROSS LINES.,NONE,GOOD,13000
141,25/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,7,,,,1592,227.4285714,49.0080848,8.4037563,KARLSRUHE,GERMANY,MUNITIONS FACTORIES,AZELOT,48.5941522,6.2420764,,,,,1,,8700
142,25/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,15,,,,4747,316.4666667,48.152448,2.202988,BOULAY,FRANCE,AERODROME; RAIL JIN,OCHEY,48.58129185,5.95351696,,,,,0,,8700
143,25/06/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,5,,,,6720,1344,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL TRIANGLE & STN,OCHEY,48.58129185,5.95351696,,,,,0,,10000
144,26/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2532,253.2,49.0080848,8.4037563,KARISRUHE,GERMANY,RAILWAY WORKSHOPS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
145,26/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,49.0080848,8.4037563,KARLSRUHE,GERMANY,RAILWAY STNS & FACTORIES,AZELOT,48.5941522,6.2420764,,,,,0,,10000
146,26/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,3,,,,684,228,49.0080848,8.4037563,KARLSRUHE,GERMANY,RAILWAY STN,AZELOT,48.5941522,6.2420764,,,,,1,,6500
147,26/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,6,,,,1860,310,48.152448,2.202988,BOULAY,FRANCE,AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,8700
148,26/06/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,5376,1344,48.152448,2.202988,"BOULAY, MANNHEIM, SAARBRUCKEN",FRANCE,"AERODROME, RAIL, BASF",ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,10000
149,27/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2628,238.9090909,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAY WORKSHOPS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
150,27/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2506,227.8181818,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAY WORKSHOPS & STN,AZELOT,48.5941522,6.2420764,,,,,1,,10000
151,27/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,5,,,,1132,226.4,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAY WORKSHOPS,AZELOT,48.5941522,6.2420764,,,,,0,,6500
152,27/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,5,,,,1548,309.6,48.152448,2.202988,"BOULAY, METZ-SABLON, CONTILLON",FRANCE,"AERODROME, RAIL, TRAIN",OCHEY,48.58129185,5.95351696,,,,,0,,6500
153,28/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,1856,206.2222222,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500
154,29/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2364,236.4,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,0,,10000
155,29/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,12,,,,3804,317,49.115461,6.175875,"FRESCATY, BOULAY",FRANCE,AERODROMES,OCHEY,48.58129185,5.95351696,,,,,0,,8700
156,29/06/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,6,,,,7952,1325.333333,49.488333,8.464722,"MANNHEIM, THIONVILLE, METZ-SABLON",GERMANY,"BASF, RAIL TARGETS",OCHEY,48.58129185,5.95351696,,,,,0,,6500
157,30/06/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,8,,,,1854,231.75,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
158,30/06/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
159,30/06/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,9,,,,2276,252.8888889,49.193507,8.11288,LANDAU,GERMANY,RAIL STN AND BARRACKS,AZELOT,48.5941522,6.2420764,,,,,1,,6500
160,30/06/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,14,,,,3944,281.7142857,48.152448,2.202988,"BOULAY, THIONVILLE, REMILLY",FRANCE,"AERODROME, RAIL",OCHEY,48.58129185,5.95351696,,,,,0,,6500
161,30/06/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,7,,,,9408,1344,49.488333,8.464722,MANNHEIM,GERMANY,"BASF, RAIL TARGETS",OCHEY,48.58129185,5.95351696,,,,,0,,6500
162,01/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2420,220,49.7022517,6.58261299,"KARTHAUS, TREVES",ITALY,"RAILWAY, WORKSHOPS. SIN",AZELOT,48.5941522,6.2420764,,,,,0,,10000
163,01/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1356,226,49.7022517,6.58261299,KARTHAUS,ITALY,RAILWAYS S WORKSHIPS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
164,01/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,1362,340.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY STATION,AZELOT,48.5941522,6.2420764,,,,,2,,6500
165,01/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,14,,,,3292,235.1428571,48.152448,2.202988,BOULAY AND FALKENBURG,FRANCE,AERODROME & RAIL STN,OCHEY,48.58129185,5.95351696,,,,,0,,8700
166,01/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,5,,,,6720,1344,49.488333,8.464722,MANNHEIM & THIONVILLE,GERMANY,BASF AND RAIL WORKS,OCHEY,48.58129185,5.95351696,,,,,0,,6500
167,02/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,2078,230.8888889,50.3566962,7.5996166,COBLENZ,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
168,02/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1368,228,45.538718,4.675828,TREVES,FRANCE,RAILWAY STN,AZELOT,48.5941522,6.2420764,,,,,0,,10000
169,03/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
170,05/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2610,237.2727273,50.3566962,7.5996166,COBLENZ,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
171,05/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1312,218.6666667,49.233333,7,SAARBRUCKEN,GERMANY,STATIONS & FACTORIES,AZELOT,48.5941522,6.2420764,,,,,0,,10000
172,05/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,908,227,50.291002,2.777535,ARRAS,FRANCE,VILLAGE,AZELOT,48.5941522,6.2420764,,,,,0,,6500
173,06/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2774,231.1666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
174,06/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
175,06/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1698,283,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY STN,AZELOT,48.5941522,6.2420764,,,,,0,,8700
176,06/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,9,,,,2468,274.2222222,49.133333,9.983333,SAARBURG & MAME CANAL,GERMANY,"RAIL JTN, CONVOY",OCHEY,48.58129185,5.95351696,,,,,0,,8700
177,06/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,3,,,,4032,1344,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,,,,,0,,10000
178,07/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
179,07/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,5,,,,1132,226.4,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,RAIL STN & FACTORIES,AZELOT,48.5941522,6.2420764,,,,,2,,6500
180,08/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2784,232,,,S. LUXEMBOURG,LUXEMBOURG,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,9999
181,08/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1272,212,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
182,08/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500
183,08/07/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500
184,08/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,11,,,,3132,284.7272727,48.152448,2.202988,"BOULAY, VALLIERES, FALKNBRG",FRANCE,"AERODROM E ,TRAINS",OCHEY,48.58129185,5.95351696,,,,,0,,8700
185,08/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,3920,1306.666667,52.823785,8.8519121,FREISDORF & BOULAY,GERMANY,AERODROMES,ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,10000
186,10/07/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,5,07/10/2018 18:05,6,,0,115 MM,0,0,49.159152,5.887354,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,UP TO 11:30 PM HAVE NOT RETURNED AND NO WORD RECEIVED ON THE WHEREABOUTS OF ANY OF THEM.,NONE,,,UP TO 11:30 PM HAVE NOT RETURNED AND NO WORD RECEIVED ON THE WHEREABOUTS OF ANY OF THEM.,"WINDY, SKY NEARLY COVERED WITH CLOUDS",13000
187,11/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2778,231.5,48.45,7.916667,OFFENBURG,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
188,11/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,10,,,,2503,250.3,48.152448,2.202988,"BOULAY, ST AUOLD",FRANCE,"AERODROMES, VILLAGE",OCHEY,48.58129185,5.95351696,,,,,0,,8700
189,11/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,4,,,,5376,1344,52.823785,8.8519121,FREISDORF & BOULAY,GERMANY,AERODROMES,OCHEY,48.58129185,5.95351696,,,,,0,,10000
190,12/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2314,231.4,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
191,15/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2504,227.6363636,48.45,7.916667,OFFENBURG,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
192,15/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,7,,,,1592,227.4285714,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
193,16/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,6,,,,1412,235.3333333,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
194,16/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2718,226.5,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
195,16/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,12,,,,3064,255.3333333,51.9691868,5.6653948,HAGENDINGEN & HAM,GERMANY,BLAST FURNACES & RAIL JTN,OCHEY,48.58129185,5.95351696,,,,,0,,6500
196,16/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,3,,,,4032,1344,49.233333,7,SAARBRUCKEN & DIEUZE,GERMANY,BURBACH WORKS & AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,10000
197,17/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2538,230.7272727,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
198,17/07/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1350,225,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
199,18/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,11,,,,5190,471.8181818,48.152448,2.202988,"BOULAY, FALKENBURG",FRANCE,"VILLAGE, AERODROME, RAIL",OCHEY,48.58129185,5.95351696,,,,,0,,8700
200,18/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,6,,,,7640,1273.333333,49.233333,7,"SAARBRUCKEN, MANNHEIM",GERMANY,"BASF, BLAST FURNACES, RAIL",OCHEY,48.58129185,5.95351696,,,,,0,,6500
201,19/07/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,8,,,,1916,239.5,48.033333,12.083333,OBERNDORF,GERMANY,MUNITION WORKS,AZELOT,48.5941522,6.2420764,,,,,0,,10000
202,19/07/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,14,,,,4868,347.7142857,48.152448,2.202988,"BOULAY, FREISDORF, SAAR",FRANCE,"AERODROMES, RAIL",OCHEY,48.58129185,5.95351696,,,,,0,,8700
203,19/07/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,5,,,,6720,1344,49.488333,8.464722,MANNHEIM & SAARBRUCKEN,GERMANY,"BASF, LANZ, GB, BURBACH WRK",OCHEY,48.58129185,5.95351696,,,,,1,,6500
